0,4,7,5,7,6,9,6,0
15,19,18,10,11,20,10,18,1
30,25,29,26,27,28,28,24,2
6,7,2,0,1,4,9,3,0
14,14,19,12,10,20,19,10,1
30,25,24,27,24,22,28,24,2
0,6,2,3,5,3,8,5,0
13,20,19,15,19,15,15,17,1
22,24,27,21,29,24,28,30,2
5,6,4,0,5,3,7,1,0
20,18,18,20,19,17,14,18,1
21,21,24,29,29,24,22,24,2
3,7,7,8,2,9,2,8,0
14,18,10,10,10,13,16,20,1
21,27,25,26,24,22,23,27,2
7,4,2,5,4,2,1,3,0
20,12,13,20,14,12,12,10,1
27,28,30,26,26,24,21,27,2
6,5,0,7,3,0,1,7,0
11,16,19,11,16,12,14,12,1
28,27,24,26,24,27,26,22,2
5,1,9,4,6,5,8,6,0
17,12,11,11,13,17,14,16,1
29,24,22,23,30,23,27,26,2
0,3,2,3,2,9,7,8,0
13,13,20,11,10,20,18,18,1
26,24,27,29,27,22,25,23,2
6,8,6,6,8,1,6,5,0
12,11,17,16,13,14,11,10,1
21,29,23,28,27,28,26,29,2
8,6,0,6,8,2,7,2,0
19,13,10,13,14,14,11,17,1
27,25,24,21,22,28,26,27,2
5,6,7,8,0,2,2,9,0
12,19,12,14,19,10,15,20,1
28,24,23,27,22,21,23,29,2
5,7,4,9,7,8,3,5,0
16,17,15,16,16,11,19,11,1
27,28,21,23,26,22,23,28,2
1,4,5,1,3,2,8,6,0
11,12,10,14,12,18,14,15,1
29,29,26,27,25,24,27,26,2
7,5,9,5,0,1,6,2,0
10,17,14,15,15,17,17,14,1
22,28,28,25,30,28,25,30,2
6,4,0,9,7,8,1,0,0
17,17,17,17,12,19,10,16,1
24,24,29,26,29,27,23,21,2
2,6,5,1,5,9,9,7,0
14,20,10,12,10,11,19,13,1
26,26,30,30,24,23,25,22,2
3,5,2,7,5,5,1,9,0
19,12,13,13,15,11,10,14,1
25,24,26,24,23,29,24,22,2
8,9,5,5,7,6,5,4,0
17,17,13,12,11,15,19,15,1
24,27,27,30,27,29,23,25,2
8,1,8,5,5,1,1,5,0
14,12,10,20,18,15,13,16,1
30,21,25,29,27,21,24,29,2
6,5,3,5,8,3,7,3,0
11,13,13,19,16,18,16,19,1
30,24,22,26,23,26,25,23,2
1,2,6,3,9,8,2,0,0
15,15,17,15,12,11,15,20,1
22,29,29,24,29,28,21,29,2
5,2,8,3,9,3,3,1,0
11,13,10,11,18,11,14,18,1
29,28,30,25,25,28,24,29,2
3,1,2,8,3,0,0,9,0
13,14,13,12,13,20,11,12,1
28,23,29,28,23,29,25,28,2
3,0,1,6,0,5,0,4,0
14,17,18,13,11,16,13,17,1
25,27,23,22,27,29,27,26,2
7,8,2,8,5,0,0,7,0
11,16,13,16,18,17,11,20,1
24,24,29,21,29,23,28,27,2
1,7,6,7,8,5,6,6,0
16,17,15,11,17,12,18,18,1
23,25,30,24,30,22,29,28,2
9,0,9,3,1,4,9,2,0
19,17,20,12,16,16,18,17,1
24,27,27,21,22,30,26,27,2
6,7,1,2,6,2,7,2,0
18,17,18,11,12,16,12,14,1
21,22,25,30,22,29,26,27,2
0,0,2,6,0,4,4,5,0
13,17,10,15,15,20,10,20,1
28,25,25,22,30,22,26,27,2
6,4,2,5,7,9,6,9,0
16,20,10,18,20,17,16,15,1
23,23,22,28,29,21,24,30,2
3,3,3,8,7,1,4,9,0
14,16,10,15,16,19,12,18,1
26,25,25,27,30,22,21,27,2
0,0,1,1,5,6,1,5,0
11,15,18,11,11,10,14,16,1
22,22,21,21,21,29,27,22,2
8,6,7,8,1,9,4,5,0
17,14,14,10,19,17,17,16,1
26,22,29,28,30,22,23,23,2
0,2,8,4,1,3,2,3,0
16,16,10,14,16,16,11,13,1
30,24,28,26,26,30,28,24,2
